族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
生技醫療,6617,共信-KY,生技醫療業,117.5,5.4,是,3.9,07-02 07-07 07-08,2026-07-02,92.6,88.12,
生技醫療,4169,泰宗,生技醫療業,279.0,4.1,是,3.4,06-29 06-30 07-07 07-08,2026-06-22,195.5,209.25,
生技醫療,6712,長聖,生技醫療業,183.0,3.1,,5.6,06-29 07-07,2026-06-24,152.5,137.25,
生技醫療,4128,中天,生技醫療業,18.0,2.0,,6.2,07-06,2026-07-06,17.9,15.21,
生技醫療,6491,晶碩,生技醫療業,375.0,-0.8,,8.7,06-30 07-03,2026-06-30,348.5,296.22,
生技醫療,4743,合一,生技醫療業,55.7,-1.8,,6.3,07-03 07-06,2026-07-03,60.9,51.77,
工業電腦與邊緣運算,2395,研華,電腦及週邊設備業,546.0,10.0,是,3.2,07-08,2026-07-08,明日開盤,464.1,
工業電腦與邊緣運算,8932,智通*,數位雲端,119.5,3.9,,3.1,06-25,2026-06-12,105.0,89.62,
工業電腦與邊緣運算,6414,樺漢,電腦及週邊設備業,404.0,1.0,,2.3,07-07,2026-07-07,404.0,343.4,
工業電腦與邊緣運算,6579,研揚,電腦及週邊設備業,172.5,-3.6,,9.2,07-07,2026-07-07,181.5,154.28,
網通設備,2332,友訊,通信網路業,21.9,9.8,是,2.1,07-08,2026-07-08,明日開盤,18.61,
網通設備,8071,能率網通,電子零組件業,30.8,-7.6,,2.4,06-25,2026-05-14,18.15,25.35,
半導體封裝材料與元件,3026,禾伸堂,電子零組件業,953.0,9.9,,4.3,07-03,2026-07-03,1015.0,862.75,
半導體封裝材料與元件,3189,景碩,半導體業,755.0,9.9,,2.6,06-25,2026-06-25,826.58,702.6,
半導體封裝材料與元件,8261,富鼎,半導體業,348.0,1.8,,2.5,07-02,2026-06-23,249.5,264.0,
半導體封裝材料與元件,2458,義隆,半導體業,186.0,-1.1,,2.3,06-25 06-30,2026-06-18,177.0,150.45,
半導體封裝材料與元件,3413,京鼎,半導體業,339.0,-1.5,,4.4,07-07,2026-07-07,348.5,296.22,
半導體封裝材料與元件,3042,晶技,電子零組件業,206.0,-1.9,,2.5,07-03,2026-07-03,250.0,212.5,出場
半導體封裝材料與元件,6173,信昌電,電子零組件業,273.0,-3.9,,3.5,07-03,2026-07-03,358.5,304.72,出場
半導體封裝材料與元件,2472,立隆電,電子零組件業,351.0,-4.9,,3.2,06-30,2026-06-30,461.5,392.27,出場
半導體封裝材料與元件,8131,福懋科,半導體業,75.0,-5.1,,3.2,07-06,2026-07-06,87.1,74.03,
半導體封裝材料與元件,6525,捷敏-KY,半導體業,199.0,-10.0,,2.7,07-03,2026-06-15,130.5,165.75,
塑化與化纖供應鏈,1326,台化,塑膠工業,64.7,2.2,,2.6,07-03,2026-07-03,72.8,61.88,
塑化與化纖供應鏈,1301,台塑,塑膠工業,58.0,1.2,,3.5,06-25 07-02 07-03,2026-06-25,56.96,48.42,
塑化與化纖供應鏈,1313,聯成,塑膠工業,13.2,1.1,,4.9,07-03,2026-07-03,14.5,12.32,
塑化與化纖供應鏈,1717,長興,化學工業,76.7,-0.5,,6.8,07-06,2026-07-06,86.8,73.78,
塑化與化纖供應鏈,1310,台苯,塑膠工業,11.05,-0.5,,4.4,07-03 07-06,2026-07-03,12.05,10.24,
塑化與化纖供應鏈,6509,聚和,化學工業,54.2,-2.2,,2.3,07-03,2026-07-03,58.0,49.3,
塑化與化纖供應鏈,2103,台橡,橡膠工業,23.8,-3.4,,4.0,07-03,2026-07-03,25.5,21.68,
塑化與化纖供應鏈,1409,新纖,紡織纖維,29.25,-7.7,,5.9,07-03 07-07,2026-07-03,34.1,28.98,
功率元件與驅動IC,6271,同欣電,半導體業,255.0,3.2,,4.1,06-25 07-01,2026-06-22,268.0,227.8,
功率元件與驅動IC,2363,矽統,半導體業,67.0,2.0,,5.2,06-25,2026-06-25,74.0,62.9,
功率元件與驅動IC,6257,矽格,半導體業,244.5,1.0,,2.0,07-06,2026-07-06,270.0,229.5,
功率元件與驅動IC,3264,欣銓,半導體業,232.0,0.2,,2.3,07-06,2026-07-06,259.5,220.57,
功率元件與驅動IC,8016,矽創,半導體業,352.0,0.0,,2.7,07-07,2026-07-07,346.0,294.1,
功率元件與驅動IC,2302,麗正,半導體業,48.1,-1.6,,2.2,07-02,2026-06-17,45.17,41.55,
功率元件與驅動IC,6435,大中,半導體業,388.0,-2.8,,3.6,06-30 07-02,2026-06-23,358.5,315.0,
矽晶圓與化合物半導體,6182,合晶,半導體業,160.0,10.0,,3.7,06-25 07-03,2026-06-17,119.5,122.25,
矽晶圓與化合物半導體,5483,中美晶,半導體業,208.0,4.8,,2.7,07-01,2026-06-17,187.0,158.95,
矽晶圓與化合物半導體,6488,環球晶,半導體業,1230.0,2.1,,5.1,07-06,2026-07-06,1320.0,1122.0,
特用化學品/電子化學,4707,磐亞,化學工業,37.95,3.7,,2.3,06-25 06-26 06-29 07-03,2026-06-25,26.0,28.46,
特用化學品/電子化學,1708,東鹼,化學工業,60.0,0.0,,2.2,07-03,2026-07-03,64.2,54.57,
特用化學品/電子化學,1710,東聯,化學工業,17.3,-0.3,,4.5,06-30,2026-06-30,18.0,15.3,
半導體設備與材料,6907,雅特力-KY,半導體業,189.0,9.9,,2.3,07-06,2026-07-06,190.0,161.5,
半導體設備與材料,6732,昇佳電子,半導體業,198.5,-2.9,,9.2,07-03 07-06,2026-07-03,202.0,171.7,
航太與國防,2645,長榮航太,航運業,235.5,9.8,,5.0,06-30 07-01 07-03 07-06,2026-06-30,188.0,178.5,
航太與國防,2634,漢翔,航運業,59.6,3.4,,3.5,06-29 06-30 07-03,2026-06-29,51.5,44.7,
航運/造船,6753,龍德造船,航運業,154.0,4.8,,3.2,07-03,2026-07-03,160.0,136.0,
航運/造船,2630,亞航,航運業,55.9,3.9,,6.1,07-01 07-03,2026-07-01,50.8,43.18,
機能性紡織,1434,福懋,紡織纖維,18.05,-0.6,,10.3,07-02 07-03,2026-07-02,17.5,14.88,
機能性紡織,1466,聚隆,紡織纖維,17.5,-9.8,,9.6,07-02 07-07,2026-07-02,17.65,15.0,
其他,8096,擎亞,電子通路業,169.5,9.7,是,2.1,07-08,2026-07-08,明日開盤,144.07,
其他,2061,風青,電器電纜,83.0,3.8,是,2.9,07-08,2026-07-08,明日開盤,70.55,
其他,7402,邑錡,光電業,135.5,9.7,,5.4,07-03,2026-07-03,141.0,119.85,
其他,2484,希華,電子零組件業,92.3,6.0,,2.5,07-03,2026-07-03,98.1,83.38,
其他,2466,冠西電,光電業,96.9,4.6,,3.2,07-01 07-02 07-03,2026-07-01,72.3,72.68,
其他,8182,加高,電子零組件業,53.5,2.9,,2.6,07-03,2026-07-03,59.0,50.15,
其他,6505,台塑化,油電燃氣業,59.4,2.4,,2.4,07-02,2026-07-02,57.9,49.22,
其他,1810,和成,玻璃陶瓷,24.45,1.5,,3.9,07-03,2026-07-03,24.6,20.91,
其他,2406,國碩,光電業,39.05,-0.1,,2.0,06-30,2026-06-30,45.0,38.25,
其他,3717,聯嘉投控,汽車工業,27.55,-0.2,,6.6,06-29 06-30 07-01,2026-06-29,25.95,22.06,
其他,4763,材料*-KY,化學工業,48.9,-0.6,,2.3,07-03,2026-07-03,51.4,43.69,
其他,5434,崇越,電子通路業,509.0,-1.4,,3.4,06-29,2026-06-29,531.0,451.35,
其他,2375,凱美,電子零組件業,192.0,-2.5,,2.1,07-01,2026-07-01,225.5,191.67,
其他,3236,千如,電子零組件業,62.0,-4.3,,2.4,07-01,2026-06-15,72.0,61.2,
其他,3055,蔚華科,電子通路業,168.5,-4.3,,7.3,07-01 07-02 07-03,2026-07-01,129.0,132.0,
其他,1718,中纖,化學工業,14.25,-4.7,,2.6,06-25 06-26 06-30 07-03,2026-06-25,10.35,11.4,
其他,7799,禾榮科,生技醫療業,442.0,-5.2,,5.0,07-07,2026-06-23,430.0,365.5,
其他,5328,華容,電子零組件業,71.8,-5.4,,2.2,07-02,2026-07-02,80.1,68.08,
其他,1609,大亞,電器電纜,39.5,-5.8,,3.3,07-06,2026-07-06,43.9,37.32,
