code,yoy,mom
1340,-70.78,28.67
1341,14.53,-25.35
4439,15.55,14.86
1589,14.31,-0.58
1590,40.38,-9.96
4552,0.71,-1.84
4560,21.97,-3.27
4571,7.21,9.98
5288,68.5,10.06
1626,-7.67,5.25
4763,-22.69,8.47
4137,-14.58,-18.23
4148,21.75,-23.71
4178,5.0,-7.65
4190,1.76,-1.14
6431,-23.24,-33.37
6541,208.2,-58.43
6550,248.65,-4.01
6598,134.89,-1.1
6666,35.11,37.68
7827,,-100.0
5538,22.37,-9.09
1338,6.24,-6.86
2115,32.46,-7.59
2236,27.34,11.8
2239,-10.7,-26.52
2243,16.98,-0.87
2248,32.13,-15.03
2250,-15.37,-17.41
4557,-19.6,6.69
4569,14.59,11.65
4581,8.19,-16.16
3661,-33.45,-9.26
6415,31.59,-5.11
6451,4.89,-2.65
6525,18.95,1.64
6573,-9.78,12.35
6854,5.08,9.17
6962,14.21,-1.73
7749,73.68,3.88
5215,30.81,-29.64
6591,-62.68,-29.36
6933,72.6,-12.04
3673,-2.59,-9.61
4935,-34.29,-6.28
5243,-2.68,-2.8
6456,-50.87,-17.86
4977,-11.23,41.24
6863,73.79,-18.08
4912,30.95,-0.86
4927,4.15,8.12
4943,56.13,3.53
4958,37.39,6.61
6672,34.98,3.99
6781,20.86,5.11
6862,-35.0,-7.7
6924,3.95,-31.13
3665,41.34,-0.41
5225,11.8,6.96
8499,85.65,-0.31
2923,133.58,27.09
5546,-40.92,24.64
2637,45.86,10.4
2723,-4.99,9.68
2929,-0.44,-6.29
2939,5.51,32.55
4807,48.79,24.01
5906,8.22,-3.05
5907,2.7,-4.03
8429,-3.58,10.27
6641,18.39,-16.48
6887,2.06,35.35
7823,3.02,-3.5
2762,7.26,2.58
6768,-1.95,-14.33
6890,0.86,-14.23
6965,18.11,21.3
8467,-30.34,-21.09
9802,-19.57,-2.23
6671,-26.07,-29.5
6807,-20.15,-0.92
8482,30.79,12.91
5284,43.31,4.69
5871,1.29,5.29
6957,21.15,-15.24
8404,5.13,-9.67
8411,11.76,4.1
8442,13.38,-0.44
8466,-11.64,2.2
8488,74.87,18.04
9105,-4.05,5.58
1264,2.72,-11.87
1294,31.23,-10.91
1295,-23.38,-23.04
1780,57.04,-10.6
1796,-8.89,-8.76
4205,-7.45,-5.07
4207,5.63,-3.76
6846,-20.36,0.71
7743,41.27,-3.08
4303,0.38,5.53
4304,-3.13,-24.25
4305,-18.29,-15.06
9950,-20.05,-3.61
4401,23.23,7.56
4402,-32.94,-37.79
4406,-79.26,-20.12
4413,-47.35,-52.6
4417,-3.42,7.86
4420,-8.88,-14.1
4432,-38.43,24.25
4433,-52.66,-21.76
6506,7.63,-12.7
1570,-0.2,3.68
1580,-10.98,-14.0
1586,17.25,-3.92
1599,-40.18,-8.23
2066,8.22,9.13
2067,-17.0,0.87
2070,-10.58,-27.77
2235,61.88,-2.97
3162,21.85,13.44
3226,-1.83,17.33
3379,-62.48,53.03
3685,5.77,-46.66
4502,23.67,-2.56
4503,18.04,1.48
4506,0.58,8.14
4510,-2.6,-27.82
4513,33.52,-9.22
4523,72.14,61.44
4527,40.07,0.58
4528,9.36,-6.69
4533,9.53,36.57
4534,36.46,-8.6
4535,3.87,-0.01
4538,23.96,15.92
4543,0.02,1.7
4549,-2.27,26.01
4550,-5.28,-0.6
4558,36.06,-32.41
4561,15.01,-27.64
4563,-34.19,-25.05
4568,-4.66,-12.75
4580,1.89,8.26
4584,-15.05,-2.93
5381,39.28,-47.7
6122,-16.73,-8.08
6125,79.19,3.21
6425,44.84,59.99
6603,-28.29,-1.97
6609,-26.71,-19.39
6843,-5.98,-23.51
6982,38.66,11.56
7642,4.02,51.21
7709,53.99,-41.06
7718,-2.84,32.53
8027,140.17,41.86
8083,-17.52,-5.73
8107,-31.67,47.92
8255,-11.62,-8.79
9951,2.65,3.08
2061,15.72,-1.99
1742,0.7,-1.22
3430,6.24,-12.22
4706,24.82,-15.94
4707,-5.3,55.42
4711,8.86,-18.58
4714,80.92,7.56
4716,-19.09,-18.01
4721,2.08,16.97
4741,30.27,0.46
4754,23.15,4.16
4767,-6.5,-5.65
4768,64.24,-43.8
4772,241.18,7.93
6509,-5.42,-21.25
1565,-16.7,-9.37
1777,-6.73,7.85
1781,89.11,80.74
1784,14.96,-4.9
1788,4.32,-6.61
1799,64.3,-35.79
1813,-10.42,-4.58
3118,-9.14,-15.16
3176,-19.8,1.21
3205,129.6,43.93
3218,6.61,-2.53
4102,27.68,29.86
4105,-3.59,0.03
4107,14.25,1.87
4109,13.23,-9.54
4111,0.27,-2.03
4114,12.89,5.32
4116,1.21,-9.9
4120,-11.04,-11.75
4121,-3.49,5.63
4123,8.07,-21.92
4126,-1.96,15.69
4127,27.02,-11.89
4128,4.11,-1.01
4129,19.54,-6.31
4130,2.32,2.23
4131,135.43,20.19
4138,-2.5,-7.8
4147,42.94,34.1
4153,-3.99,2.12
4160,4.1,-10.63
4161,73.81,48.78
4162,51.88,17.26
4163,8.07,-7.11
4166,-0.9,-13.75
4167,-23.04,-8.05
4168,-100.0,-100.0
4173,-6.44,-10.57
4174,-59.54,-56.03
4175,-4.93,1.83
4183,-30.93,42.94
4188,-8.73,-18.66
4192,-18.73,41.65
4198,-50.79,-7.34
4726,-39.73,-60.17
4728,23.84,-5.37
4735,2.98,-21.9
4743,1.85,-64.05
4744,25.81,25.09
4747,15.66,12.24
4905,-0.52,-11.08
4911,-56.86,2.5
5312,17.42,5.0
6130,35.68,15.74
6242,7.93,7.18
6461,-47.06,28.0
6469,2.83,12.03
6492,-3.61,0.0
6496,6.9,-8.88
6499,-6.3,-11.14
6523,-16.76,-10.24
6527,-4.39,42.12
6535,-64.54,0.0
6547,-25.03,-10.2
6569,49.78,77.36
6574,39.43,-4.46
6576,749.55,126.91
6612,43.3,4.23
6615,-1.73,11.86
6620,-24.35,14.81
6637,-91.04,4.37
6649,-9.94,6.96
6661,33.4,40.03
6662,-19.39,-13.31
6703,16.78,-11.43
6712,25.04,6.3
6730,6.48,6.63
6733,-14.54,-18.32
6762,13.0,17.12
6767,1.92,-8.01
6785,-20.19,
6841,12.85,12.58
6844,0.13,13.36
6872,-51.76,-36.94
6875,-100.0,
6929,-0.17,7.82
6945,,
6986,10.1,180.04
7713,20.55,-3.16
8279,-10.82,-22.14
8403,9.65,-4.52
8409,16.54,61.11
8432,34.45,16.34
8436,-9.74,-16.65
2035,26.58,-12.68
2063,-4.31,-6.92
2064,26.94,-5.91
2065,18.56,-2.44
2073,111.44,42.13
4950,33.31,17.2
5009,2.81,1.61
5011,-13.41,4.33
5013,14.48,-6.96
5014,14.49,-16.13
5015,-25.6,5.71
5016,14.86,9.6
6248,-27.85,4.21
8349,2.98,-3.83
8415,20.69,-6.47
8930,-9.43,-1.76
9962,-2.33,-23.83
1595,173.84,56.15
3105,40.29,1.23
3122,2.07,-11.34
3131,7.17,4.22
3141,19.88,20.71
3169,3.22,8.61
3178,10.04,4.5
3227,10.33,2.05
3228,37.7,-11.2
3259,5.37,20.95
3260,210.43,22.61
3264,32.95,3.69
3265,22.05,-1.07
3268,4.36,-6.04
3317,-13.07,-19.21
3372,15.7,-3.9
3374,43.31,-3.72
3438,-15.46,-8.68
3467,36.81,3.03
3527,15.91,27.38
3529,12.03,-50.24
3555,904.24,-13.46
3556,28.74,-4.89
3567,-1.41,-3.52
3581,1.69,-12.53
3675,24.41,5.2
3680,15.95,-23.5
3707,27.97,0.99
4749,10.41,20.69
4923,20.41,6.27
4951,-0.19,5.16
4973,187.19,11.53
5236,18.72,7.52
5272,2.87,5.97
5274,68.73,0.24
5299,2.19,-6.46
5302,107.48,96.97
5344,6.15,-1.01
5347,19.47,5.34
5351,605.48,24.75
5425,11.8,7.64
5443,-43.76,-39.48
5468,34.63,0.13
5483,5.67,0.2
5487,0.55,-16.11
6103,22.19,0.98
6104,1.66,0.16
6129,26.96,-11.79
6138,15.41,0.51
6147,19.1,-1.24
6182,11.93,2.79
6187,43.77,18.83
6208,12.44,24.87
6223,57.81,28.35
6229,76.7,-16.65
6233,8.38,7.85
6237,33.54,-44.69
6261,4.7,5.36
6291,16.1,-8.44
6411,17.6,3.99
6423,16.86,-70.19
6435,22.19,2.43
6462,135.52,141.84
6485,-5.85,-16.25
6488,-3.29,1.98
6494,79.43,1.59
6510,34.09,3.69
6532,36.44,-1.49
6548,36.65,3.28
6568,-15.93,-28.93
6640,-43.38,-55.89
6643,-17.95,-24.21
6651,12.46,-1.34
6679,7.36,-3.74
6683,12.31,-6.83
6684,41.29,49.37
6693,115.16,4.6
6708,-3.46,21.1
6716,31.65,-23.71
6720,-6.37,0.06
6732,-32.13,-11.31
6788,24.96,16.31
6823,15.43,-16.48
6829,37.24,5.74
6895,-28.61,49.55
6953,-17.01,-7.71
6996,66.13,4.94
7556,16.62,3.25
7704,2.08,18.6
7712,2.67,3.54
7734,137.06,-26.34
7751,56.14,0.92
7770,-55.13,-2.2
7772,-41.26,-43.87
7810,91.29,-9.08
7828,258.64,-13.59
8024,41.71,-18.49
8040,57.69,26.24
8054,382.5,200.04
8086,36.98,-1.17
8088,59.63,55.89
8091,82.23,10.11
8102,21.41,30.29
8227,75.61,-33.43
8277,-42.68,46.11
8299,301.22,12.96
8383,46.09,11.3
1569,-0.78,13.92
3071,38.53,2.05
3088,49.04,3.82
3211,-10.82,9.69
3213,78.78,18.18
3272,-33.89,-23.47
3287,15.75,-18.75
3323,-4.19,-13.28
3325,-74.91,-55.47
3349,17.94,214.88
3479,10.81,1.36
3483,-16.37,5.23
3540,-20.29,7.61
3577,8.18,-13.93
3594,53.26,38.11
3611,6.91,7.36
3625,5.62,40.25
3693,24.81,-7.58
3709,1.5,-23.05
4931,178.64,37.31
5289,640.8,13.39
5356,40.47,11.13
5386,412.79,-4.12
5426,7.03,-26.68
5438,-56.77,-15.99
5465,-46.62,-13.67
5474,-6.68,21.06
5490,23.94,-0.5
6121,4.04,0.68
6150,-53.6,47.85
6160,-44.89,-23.77
6161,82.74,20.87
6188,-11.87,9.39
6228,25.55,11.57
6276,-52.91,2.04
6441,-66.84,-19.51
6570,32.11,27.9
6577,-0.73,0.9
6680,23.98,-0.31
6922,87.84,22.42
8050,4.04,-0.63
8076,40.4,7.44
8234,-1.47,9.99
8410,-33.4,-1.35
3066,83.95,-1.54
3128,-23.51,-4.59
3230,9.84,5.28
3297,8.87,-13.15
3339,-26.58,-4.41
3362,-13.85,-15.44
3434,-31.82,49.15
3441,46.18,-28.85
3455,13.96,16.97
3490,-2.15,-36.54
3516,32.3,-10.97
3523,-30.51,-65.55
3531,-34.63,-21.25
3615,-32.05,-9.86
3623,-43.18,-34.74
3630,5.68,-10.72
3666,64.27,26.36
3691,131.16,-11.3
4729,-7.22,-15.22
4933,-10.47,-1.45
4972,4.5,-4.27
4995,8.0,7.76
5220,21.77,-22.17
5230,9.37,2.71
5245,11.43,1.95
5251,17.56,26.87
5315,-14.46,-11.07
5371,6.05,2.25
5392,3.88,-6.37
6167,0.83,23.41
6222,-68.42,-34.67
6234,33.87,31.81
6244,31.54,-4.56
6246,-13.3,-15.98
6419,368.78,12.28
6498,29.21,-4.76
6517,-35.43,6.59
6556,29.87,-7.18
6560,1.51,-41.6
6859,-55.49,-10.02
6899,-2.41,3.98
7402,-38.29,-29.19
7753,-20.1,-20.0
8049,8.94,-15.53
8064,-17.5,-19.4
8069,0.97,13.32
8111,-5.79,3.77
8240,3.85,-0.39
3081,118.83,2.52
3095,11.8,-25.56
3152,17.65,7.06
3163,29.97,6.21
3221,14.68,-3.3
3234,13.33,-8.48
3306,26.01,33.48
3363,-24.8,12.39
3466,1974.03,-19.39
3491,57.23,-15.12
3499,-26.04,-9.51
3558,-9.49,13.15
3564,16.62,-5.1
3632,54.3,31.66
3672,87.63,-42.69
3684,21.15,7.84
4903,26.0,-11.73
4908,38.46,21.59
4909,-12.9,4.56
4979,21.07,2.05
5353,33.57,38.42
6109,13.23,-2.94
6143,-6.76,-5.74
6170,-4.18,-2.45
6190,30.13,-4.05
6218,-39.27,-30.64
6241,22.88,35.09
6245,14.11,-26.05
6263,6.19,-15.93
6417,22.37,-4.81
6465,169.58,-21.58
6470,-39.92,46.22
6486,-24.25,23.84
6530,25.32,0.39
6546,0.11,-1.53
6561,-25.21,-4.65
6588,159.98,1.65
8034,-86.21,-72.4
8048,73.03,3.31
8059,-25.78,-31.62
8089,-51.99,-57.43
8097,2.91,-25.44
8176,18.84,51.78
1336,0.37,4.07
1815,49.9,-3.45
3078,-52.35,-17.52
3114,2.78,7.29
3115,428.38,-6.07
3191,-5.12,-3.43
3206,19.46,13.27
3207,-5.32,9.14
3217,-17.65,-3.2
3236,2.76,-30.36
3276,67.31,9.07
3288,-15.89,-55.85
3290,96.15,6.36
3294,-14.03,-4.69
3310,43.72,-6.7
3322,-9.94,4.98
3332,-12.02,-21.85
3354,72.62,-5.77
3357,37.77,0.75
3388,22.75,-9.55
3390,66.1,2.08
3484,3.71,14.96
3485,14.76,-10.42
3492,14.15,-2.46
3511,27.47,3.04
3520,5.93,12.58
3526,22.06,-16.22
3537,3.46,-20.45
3548,-6.9,10.93
3597,26.38,0.55
3609,18.91,42.89
3624,30.83,2.8
3631,83.3,113.93
3646,14.96,0.55
3689,20.17,-15.14
3710,17.58,6.86
4542,57.55,12.36
4939,21.19,-0.26
4974,2.21,-10.23
5228,51.87,1.25
5291,14.65,-22.97
5309,15.29,0.95
5328,23.09,-2.26
5340,25.27,2.93
5355,52.57,19.65
5439,58.3,5.26
5457,3.71,-9.63
5460,13.17,16.58
5464,45.63,-17.79
5475,214.95,13.84
5488,19.37,-40.04
5498,86.31,18.63
6114,-9.71,-11.56
6124,-27.47,-25.06
6126,56.38,6.03
6127,6.11,0.97
6134,63.51,3.38
6156,34.53,14.4
6158,-2.93,-6.84
6173,25.62,9.38
6174,24.82,-7.07
6175,25.02,3.14
6185,41.83,-10.42
6194,-44.81,-17.4
6203,-41.51,-17.05
6204,7.99,-3.96
6207,29.77,-6.84
6210,13.54,-3.69
6217,51.17,13.0
6220,59.58,12.63
6259,40.52,8.26
6266,-6.57,8.07
6274,128.48,3.99
6275,0.49,3.05
6279,28.86,5.08
6284,-12.19,-3.5
6290,8.6,2.7
6292,79.87,8.63
6418,31.57,-4.74
6432,28.54,-4.89
6538,-12.28,-7.06
6584,46.97,1.59
6597,-8.47,7.71
6642,29.38,-0.1
6664,7.91,-4.63
6727,54.1,21.59
6761,-4.62,-1.59
6821,19.73,-8.58
6913,35.26,-3.93
6967,34.91,15.29
7744,128.14,-2.0
8038,51.1,51.64
8042,33.35,-6.93
8043,59.56,17.32
8071,43.75,6.3
8074,23.08,-9.02
8093,378.14,95.29
8109,22.72,-4.93
8121,1.7,-5.15
8147,-7.21,-30.73
8155,29.64,-3.93
8182,0.11,-10.62
8289,0.23,-4.07
8291,110.19,-63.12
8358,41.37,4.56
3224,15.91,5.73
3232,-2.19,-16.8
3360,125.62,48.63
3444,-0.32,-5.38
6113,66.88,22.56
6118,-12.59,-6.25
6154,5.4,8.11
6227,18.08,-8.66
6265,1076.35,8.07
6270,1.13,-11.61
6474,32.13,10.41
8032,49.6,4.35
8067,-15.69,-8.64
8068,35.14,0.85
8084,-1.75,38.36
8096,154.5,-8.62
3147,812.44,176.53
3158,11.83,4.37
3570,15.89,-21.91
4953,29.2,-7.39
5201,-2.18,56.23
5202,-15.32,-29.01
5210,77.27,38.28
5211,33.18,8.75
5212,13.33,-2.27
5310,1485.71,3600.0
5403,10.57,4.67
5410,199.22,27.92
6123,-6.46,-5.34
6140,-7.14,38.98
6148,26.78,-2.14
6163,47.0,19.18
6221,-21.08,6.34
6231,12.5,8.73
6240,-11.69,0.76
6516,9.16,-6.95
6590,18.25,14.21
6593,66.78,-9.51
6697,5.69,-4.69
6751,-6.39,41.83
6752,9.51,2.91
6791,5.63,-14.4
6874,38.5,60.25
6884,39.11,4.59
7767,13.75,1.66
7819,-36.27,6.09
8099,6.05,-0.9
8272,-1.64,4.54
8284,8.68,2.24
8416,15.38,-17.57
1785,95.47,7.38
3093,-49.15,-44.6
3219,38.41,2.14
3285,216.75,93.54
3289,0.23,3.93
3303,21.27,-3.01
3324,93.75,10.43
3373,-9.93,-27.06
3402,17.57,2.23
3465,190.5,19.73
3498,67.09,-53.67
3508,-1.58,15.14
3541,-15.79,6.18
3552,22.43,-3.55
3580,-14.49,-27.38
3587,26.86,0.68
3628,6.07,6.3
3663,-13.86,8.67
4554,2.74,-25.66
4577,30.42,20.76
4760,64.8,1.8
5452,6.29,-7.06
5489,15.68,2.83
5493,18.59,6.28
5536,27.79,10.53
6146,13.68,1.22
6151,12.19,-15.72
6512,-55.95,11.91
6613,81.72,52.28
6654,106.68,8.36
6667,12.82,13.98
6725,-9.67,-11.1
6735,155.07,7.21
6739,99.25,9.01
6840,16.92,2.93
6855,-21.57,22.9
6877,-54.83,-2.61
6903,229.13,-4.52
6983,121.81,40.56
7703,-5.32,-11.08
7728,24.58,69.13
7792,32.42,114.28
8047,-18.65,-11.78
8085,-16.26,-4.16
8092,-26.84,-45.8
8183,32.6,-2.98
8431,-18.78,-7.78
8908,2.61,2.73
8917,-14.74,-17.52
8927,91.37,12.19
8931,18.05,1.87
2596,157.27,253.58
2718,-95.53,-13.35
3188,826.23,40.77
3313,12749.18,1546.63
3489,35.48,8.99
3512,190.41,63.82
3521,-100.0,-100.0
4113,54.71,0.0
4416,-21.46,2.8
4907,216.65,-90.0
5206,-94.58,-81.06
5213,211.33,-59.33
5324,-5.53,-1.78
5455,-99.43,-25.95
5508,116.37,13.74
5511,13.72,28.46
5512,-1.33,-6.02
5514,545.41,52.83
5516,93.66,118.69
5520,0.79,17.12
5523,0.0,-0.8
5529,-1.85,-97.68
5547,19.32,-21.1
5548,7.49,38.89
6171,53503.03,-74.7
6186,-79.4,-41.84
6198,-63.63,-63.63
6212,22.63,29.92
6219,7033.76,-74.04
6264,226.06,6.6
8080,-62.93,-9.21
8424,0.18,2.39
2641,-0.17,-4.6
2643,6.71,6.43
5601,3.64,-0.46
5603,1.95,20.53
5609,39.02,14.07
7716,9.32,18.48
1259,2.9,11.98
1268,10.91,16.17
2719,-29.27,-17.43
2729,11.44,22.24
2732,24.29,0.5
2734,6.64,0.06
2736,13.11,-13.86
2740,-58.8,-1.27
2743,6.48,-3.51
2745,22.53,12.54
2751,30.72,6.97
2752,15.01,12.14
2754,-1.26,15.87
2755,15.51,8.72
2756,6.9,14.66
3252,-1.01,8.87
3522,-5.53,26.81
4419,5.12,6.96
4530,-16.82,-65.47
5301,-41.98,-14.42
5364,-77.36,2.1
5701,0.03,-11.72
5703,-6.1,15.26
5704,-95.34,-9.35
5905,427.01,-33.29
6961,2.51,-4.34
7708,12.74,7.36
7723,-21.19,12.92
7757,5.2,30.69
8077,-2.87,1.42
5864,350.19,-23.44
5878,8.59,-32.83
6015,342.85,-12.43
6016,231.11,-52.79
6020,1284.97,-27.77
6021,830.64,-10.49
6023,80.38,35.72
6026,6.01,-30.92
6028,42.57,-4.2
1584,-20.94,-5.98
2221,19.22,3.57
3284,1.12,8.51
4430,0.76,-11.24
4529,689.84,36.2
4541,10.16,10.0
4556,1.56,-6.09
5209,-32.8,1.54
5314,157.45,3.83
5345,1505.66,44.34
5398,-49.93,1.12
5450,21.3,1.64
5481,-8.27,-6.85
5530,-44.14,-21.27
5604,3.19,-0.38
6179,121.75,32.41
6199,724.1,9.17
6721,9.23,3.71
6881,-20.88,-25.5
6904,11.5,42.58
7777,701.37,-27.77
8342,18.39,-6.54
8354,-11.55,-22.55
8401,2.35,-4.46
8421,8.86,-10.37
8435,16.32,5.87
8489,52.47,-5.73
8905,33.09,6.38
8906,-38.32,-22.09
8916,4.42,44.42
8921,11.0,2.31
8929,8.95,-16.28
8935,-8.48,6.07
8936,11.16,-8.92
8937,1337.24,-14.65
8942,-19.67,35.67
2926,8.69,5.17
3064,-22.26,-19.47
3083,12.91,47.38
3086,57.48,89.19
3293,11.95,0.02
3546,61.33,-0.4
3629,1328.0,-90.89
4806,863.7,437.02
4946,17.99,48.49
5263,61.21,1.24
5478,7.68,-0.02
6101,224.27,160.08
6111,253.96,-2.31
6144,-8.49,-4.63
6169,-98.82,-33.33
6180,4.63,-12.39
6294,-11.04,6.26
6482,-20.68,51.22
6542,23.8,1.52
6596,122.48,11.96
6856,-5.14,-8.78
7584,31.8,48.85
8446,120.23,84.31
8450,0.47,-6.21
8923,-3.86,-19.79
9949,19.51,10.11
1240,2.89,3.23
4171,-0.58,-11.87
6508,-18.76,-24.61
6578,27.21,-1.36
3073,68.92,17.76
3551,21.53,6.0
3713,106.34,27.77
5205,124.65,328.67
5432,-20.39,128.9
6624,10.67,22.51
6692,3.16,91.89
6803,-4.26,16.49
6894,92.69,1.08
6971,-36.02,17.83
7715,-8.42,3.54
7820,38.72,11.55
7842,40.58,18.9
8087,133.15,-67.45
8171,8.39,-31.06
8390,17.6,-8.06
8440,18.53,10.31
2640,7.69,0.73
2949,26.17,14.14
3085,80.85,-0.85
3687,15.54,3.08
5278,15.03,13.2
5287,-3.28,3.94
5321,-18.35,8.08
6236,-4.34,-1.29
6690,10.02,-1.62
6763,14.47,2.86
6811,30.52,-34.95
6865,-48.74,-24.51
6870,56.14,3.08
6910,10.44,11.47
6925,4.44,1.42
6997,53.0,-2.96
7547,37.63,45.91
7714,21.73,4.46
7738,13.95,10.65
7747,28.03,21.95
7805,6.7,-11.23
7839,6.59,0.4
8044,8.26,-1.65
8472,7.3,-3.0
8477,-27.51,-55.76
8932,3.56,-25.12
1593,10.76,-14.34
5348,53.49,2.26
6804,11.4,32.82
7811,0.85,-12.97
8924,2.23,-18.58
8928,-27.63,-4.93
8933,14.63,23.18
8938,-8.3,-6.72
9960,41.26,-26.42
2230,62.61,-27.3
2916,-1.94,-14.45
2937,17.22,14.73
2941,-5.86,19.49
2947,10.88,6.1
2948,-5.2,-0.93
3067,-63.37,-37.39
3171,109.78,-7.36
4609,4.02,-29.51
4702,107.59,-47.04
5902,-10.03,9.47
5903,7.38,5.06
5904,19.23,8.49
6195,18.09,24.2
6728,-19.85,-34.6
6968,18.09,3.22
7782,5.66,7.6
7794,44.86,27.44
8066,7.87,19.07
8433,24.12,12.86
8941,-13.94,15.85
4442,55.33,-10.23
1591,219.71,-23.13
4139,6.18,5.07
4157,-22.74,28.24
4745,-10.86,-22.57
6617,68.48,18.02
4966,1.15,3.03
4971,1.07,-26.58
4991,54.36,-17.9
6907,76.41,7.17
5223,-13.94,-20.61
3664,12.72,59.32
7717,10.41,5.81
5227,-97.07,-77.89
8455,13.44,-9.74
5543,-7.19,0.42
2726,-0.53,48.14
4804,32.19,-2.83
2724,287.34,-33.86
4154,134.11,1.67
5276,-5.98,-16.22
8426,-10.19,-17.09
8437,-4.3,-23.7
8444,-55.45,-10.81
4924,159.06,5.76
8423,14.86,-13.33
6741,31.81,5.83
2924,0.66,-11.71
6616,27.91,59.45
6629,90.1,-27.87
